customer_id,first_name,last_name,email,country,city,segment,acquisition_channel,registration_date
2475,Mehdi,Clement,mehdi.clement2475@gmail.com,France,Paris,returning,in_store,2019-09-27
2476,Arthur,Nicolas,arthur.nicolas2476@gmail.com,France,Brest,new,referral,2019-02-19
2477,Mathieu,Martin,mathieu.martin2477@yahoo.fr,France,Montpellier,VIP,social_media,2021-05-28
2478,Amira,Masson,amira.masson2478@sfr.fr,France,Nice,new,in_store,2020-01-20
2479,Mohamed,Perrin,mohamed.perrin2479@gmail.com,France,Brest,VIP,direct,2023-01-11
2480,Adrien,Nicolas,adrien.nicolas2480@gmail.com,France,Reims,new,organic_search,2023-05-08
2481,Claire,Legrand,claire.legrand2481@sfr.fr,Belgique,Reims,new,marketplace,2023-10-22
2482,Jade,Petit,jade.petit2482@gmail.com,France,Marseille,returning,direct,2024-05-09
2483,Maxime,Blanc,maxime.blanc2483@hotmail.fr,France,Dijon,returning,email,2021-06-11
2484,Arthur,Girard,arthur.girard2484@gmail.com,France,Reims,VIP,paid_search,2021-07-10
2485,Florence,Rousseau,florence.rousseau2485@gmail.com,France,Orléans,new,organic_search,2022-09-05
2486,Youssef,Rezki,youssef.rezki2486@gmail.com,France,Paris,new,organic_search,2023-04-04
2487,Nathalie,Michel,nathalie.michel2487@hotmail.fr,France,Nice,new,email,2021-01-22
2488,Amélie,Legrand,amelie.legrand2488@gmail.com,France,Perpignan,new,referral,2021-06-25
2489,Alexandre,Martin,alexandre.martin2489@orange.fr,France,Metz,returning,organic_search,2023-09-24
2490,Romain,Martin,romain.martin2490@yahoo.fr,France,Clermont-Ferrand,new,paid_search,2023-08-23
2491,Patrick,Dubois,patrick.dubois2491@hotmail.fr,France,Marseille,new,organic_search,2020-07-11
2492,Eva,Dupont,eva.dupont2492@gmail.com,France,Saint-Étienne,returning,email,2024-01-22
2493,Benoît,Richard,benoit.richard2493@gmail.com,France,Lille,returning,paid_search,2023-10-01
2494,Nathan,Rezki,nathan.rezki2494@orange.fr,France,Strasbourg,returning,referral,2021-01-03
2495,Éric,Mercier,eric.mercier2495@yahoo.fr,France,Grenoble,new,social_media,2021-11-13
2496,Philippe,Henry,philippe.henry2496@gmail.com,France,Brest,VIP,paid_search,2020-04-14
2497,Marc,Roux,marc.roux2497@yahoo.fr,France,Perpignan,new,marketplace,2021-02-13
2498,Stéphane,Clement,stephane.clement2498@gmail.com,France,Tours,returning,marketplace,2019-10-04
2499,Mathieu,Garnier,mathieu.garnier2499@yahoo.fr,France,Reims,returning,social_media,2023-02-08
2500,Sébastien,Boyer,sebastien.boyer2500@orange.fr,France,Toulon,new,referral,2019-12-01
2501,Lucie,Gautier,lucie.gautier2501@gmail.com,France,Saint-Étienne,new,social_media,2020-01-21
2502,Nadia,Petit,nadia.petit2502@yahoo.fr,France,Orléans,new,direct,2021-08-26
2503,Amira,Garcia,amira.garcia2503@hotmail.fr,France,Besançon,new,organic_search,2023-03-18
2504,Charlotte,Blanc,charlotte.blanc2504@free.fr,France,Lille,new,email,2022-06-27
2505,Camille,Moreau,camille.moreau2505@gmail.com,France,Lille,new,email,2019-01-05
2506,Amandine,Fournier,amandine.fournier2506@gmail.com,France,Angers,VIP,marketplace,2021-07-25
2507,Thomas,Bertrand,thomas.bertrand2507@hotmail.fr,France,Marseille,new,direct,2022-02-15
2508,Elisa,Garnier,elisa.garnier2508@yahoo.fr,France,Metz,new,direct,2023-01-14
2509,Amira,Martin,amira.martin2509@gmail.com,France,Amiens,returning,email,2019-02-23
2510,Julien,Morel,julien.morel2510@gmail.com,France,Perpignan,new,social_media,2020-06-21
2511,Karim,Hamid,karim.hamid2511@hotmail.fr,France,Bordeaux,new,organic_search,2023-03-08
2512,David,Boyer,david.boyer2512@gmail.com,France,Marseille,returning,organic_search,2023-07-26
2513,Yasmine,Boudjema,yasmine.boudjema2513@sfr.fr,France,Lyon,returning,social_media,2021-08-03
2514,Florence,Lambert,florence.lambert2514@gmail.com,France,Rouen,new,organic_search,2021-07-07
2515,Michel,Clement,michel.clement2515@yahoo.fr,France,Lille,new,paid_search,2019-10-31
2516,Marine,Thomas,marine.thomas2516@gmail.com,France,Besançon,returning,marketplace,2024-12-14
2517,Philippe,Bertrand,philippe.bertrand2517@gmail.com,France,Strasbourg,returning,paid_search,2022-02-04
2518,Marc,Laurent,marc.laurent2518@yahoo.fr,France,Reims,returning,organic_search,2020-04-30
2519,Thomas,Fontaine,thomas.fontaine2519@free.fr,France,Rouen,new,marketplace,2023-09-07
2520,Florence,Masson,florence.masson2520@gmail.com,France,Lyon,returning,social_media,2020-09-18
2521,Nathalie,Fontaine,nathalie.fontaine2521@gmail.com,France,Grenoble,returning,organic_search,2021-11-09
2522,Valérie,Vincent,valerie.vincent2522@hotmail.fr,France,Nantes,returning,email,2021-02-11
2523,Youssef,Martin,youssef.martin2523@gmail.com,France,Nice,new,referral,2024-02-02
2524,Marie,Moreau,marie.moreau2524@sfr.fr,France,Toulon,new,paid_search,2022-04-25
2525,Sophie,Morin,sophie.morin2525@gmail.com,France,Bordeaux,returning,organic_search,2022-08-06
2526,Eva,Boyer,eva.boyer2526@yahoo.fr,France,Besançon,returning,social_media,2019-06-10
2527,Pauline,Nicolas,pauline.nicolas2527@gmail.com,France,Brest,returning,paid_search,2023-07-28
2528,Alexis,Boudjema,alexis.boudjema2528@gmail.com,France,Perpignan,returning,organic_search,2023-04-07
2529,Mohamed,Meziane,mohamed.meziane2529@sfr.fr,France,Strasbourg,returning,in_store,2022-02-27
2530,Benoît,Fontaine,benoit.fontaine2530@gmail.com,France,Amiens,new,marketplace,2021-07-10
2531,Nicolas,Meziane,nicolas.meziane2531@free.fr,France,Perpignan,new,social_media,2023-02-07
2532,Isabelle,Bernard,isabelle.bernard2532@orange.fr,France,Grenoble,new,paid_search,2024-03-27
2533,Fatima,Legrand,fatima.legrand2533@yahoo.fr,France,Amiens,new,direct,2024-02-01
2534,Mathilde,Meziane,mathilde.meziane2534@sfr.fr,France,Montpellier,VIP,paid_search,2022-10-06
2535,Maxime,Faure,maxime.faure2535@gmail.com,France,Grenoble,VIP,marketplace,2022-01-14
2536,Pauline,Marchand,pauline.marchand2536@gmail.com,France,Dijon,returning,paid_search,2023-10-31
2537,François,Michel,francois.michel2537@yahoo.fr,France,Rennes,new,marketplace,2019-02-02
2538,Margot,Girard,margot.girard2538@hotmail.fr,France,Dijon,new,paid_search,2023-06-23
2539,Adrien,Legrand,adrien.legrand2539@gmail.com,France,Rouen,returning,marketplace,2021-01-14
2540,Pierre,Mercier,pierre.mercier2540@orange.fr,France,Besançon,new,email,2023-02-16
2541,Mathieu,Morel,mathieu.morel2541@gmail.com,France,Lille,VIP,email,2022-03-17
2542,Clément,Clement,clement.clement2542@sfr.fr,France,Angers,new,direct,2020-10-06
2543,Raphaël,Marchand,raphael.marchand2543@yahoo.fr,France,Rennes,new,social_media,2019-08-17
2544,Amélie,Marchand,amelie.marchand2544@gmail.com,France,Saint-Étienne,VIP,email,2019-03-16
2545,Axelle,Dubois,axelle.dubois2545@gmail.com,France,Le Havre,returning,organic_search,2020-11-15
2546,Adrien,Mathieu,adrien.mathieu2546@gmail.com,France,Angers,VIP,organic_search,2022-02-24
2547,Amélie,Morel,amelie.morel2547@orange.fr,France,Metz,new,paid_search,2024-09-01
2548,Yasmine,Clement,yasmine.clement2548@hotmail.fr,France,Amiens,new,organic_search,2021-03-05
2549,Maëlle,Boudjema,maelle.boudjema2549@gmail.com,Monaco,Amiens,returning,social_media,2020-08-27
2550,Christine,Moreau,christine.moreau2550@gmail.com,France,Reims,returning,social_media,2023-07-24
2551,Sébastien,Morel,sebastien.morel2551@orange.fr,France,Lyon,new,direct,2023-01-02
2552,Chloé,Robert,chloe.robert2552@hotmail.fr,France,Paris,new,organic_search,2024-10-27
2553,Philippe,Laurent,philippe.laurent2553@gmail.com,France,Le Havre,new,organic_search,2020-06-08
2554,Julie,Morin,julie.morin2554@hotmail.fr,France,Besançon,new,paid_search,2019-04-19
2555,Alice,Henry,alice.henry2555@yahoo.fr,France,Tours,VIP,email,2023-06-19
2556,Antoine,Guerin,antoine.guerin2556@gmail.com,France,Lille,new,paid_search,2021-03-22
2557,Nadia,Laurent,nadia.laurent2557@hotmail.fr,France,Dijon,new,organic_search,2019-04-20
2558,Mathilde,Robin,mathilde.robin2558@hotmail.fr,France,Besançon,new,in_store,2020-06-07
2559,Karim,Boudjema,karim.boudjema2559@gmail.com,France,Besançon,new,organic_search,2021-08-19
2560,Fatima,Marchand,fatima.marchand2560@free.fr,France,Caen,returning,email,2021-02-17
2561,Frédéric,Martin,frederic.martin2561@orange.fr,France,Nice,new,paid_search,2021-06-28
2562,Nathan,Faure,nathan.faure2562@yahoo.fr,France,Toulon,new,organic_search,2019-05-23
2563,Julien,François,julien.francois2563@orange.fr,Suisse,Saint-Étienne,new,organic_search,2024-08-01
2564,Laura,Meziane,laura.meziane2564@gmail.com,France,Lille,new,social_media,2019-06-08
2565,Patrick,Vincent,patrick.vincent2565@free.fr,France,Toulouse,returning,email,2021-06-29
2566,Manon,Robin,manon.robin2566@hotmail.fr,France,Lille,VIP,referral,2024-07-12
2567,Valérie,Roussel,valerie.roussel2567@yahoo.fr,France,Orléans,returning,paid_search,2023-07-07
2568,Clément,Moreau,clement.moreau2568@laposte.net,France,Bordeaux,VIP,in_store,2021-06-06
2569,Éric,Simon,eric.simon2569@gmail.com,France,Perpignan,returning,organic_search,2022-04-11
2570,Manon,Morin,manon.morin2570@gmail.com,France,Besançon,new,marketplace,2021-01-24
2571,Isabelle,Petit,isabelle.petit2571@gmail.com,France,Rouen,returning,email,2022-10-14
2572,Marie,David,marie.david2572@free.fr,France,Caen,returning,paid_search,2024-05-15
2573,Maëlle,Dubois,maelle.dubois2573@gmail.com,France,Angers,new,referral,2024-07-07
2574,Jean,Guerin,jean.guerin2574@orange.fr,France,Amiens,returning,email,2022-06-02
2575,Florian,Laurent,florian.laurent2575@gmail.com,France,Paris,new,email,2023-04-28
2576,Camille,Benali,camille.benali2576@hotmail.fr,France,Nice,new,paid_search,2024-04-23
2577,Kevin,Mathieu,kevin.mathieu2577@gmail.com,France,Montpellier,new,organic_search,2022-07-28
2578,Frédéric,Robin,frederic.robin2578@gmail.com,France,Amiens,new,email,2022-01-01
2579,Eva,Dupont,eva.dupont2579@yahoo.fr,France,Rennes,new,paid_search,2020-01-10
2580,Hugo,Gauthier,hugo.gauthier2580@gmail.com,France,Rennes,new,direct,2021-01-27
2581,Guillaume,Bernard,guillaume.bernard2581@gmail.com,France,Montpellier,VIP,referral,2019-03-03
2582,Sarah,Durand,sarah.durand2582@gmail.com,France,Bordeaux,new,organic_search,2022-06-13
2583,Romain,Masson,romain.masson2583@yahoo.fr,France,Perpignan,VIP,email,2023-07-11
2584,Florence,Vincent,florence.vincent2584@gmail.com,France,Lyon,new,social_media,2021-06-02
2585,Aurélie,Roux,aurelie.roux2585@gmail.com,France,Marseille,VIP,email,2021-01-29
2586,Eva,Masson,eva.masson2586@yahoo.fr,France,Paris,new,social_media,2024-12-12
2587,Inès,Lefevre,ines.lefevre2587@sfr.fr,France,Grenoble,returning,direct,2021-05-01
2588,Amira,Henry,amira.henry2588@gmail.com,France,Nice,returning,organic_search,2023-04-15
2589,Camille,Nicolas,camille.nicolas2589@gmail.com,France,Metz,returning,organic_search,2021-01-14
2590,Marc,Dubois,marc.dubois2590@yahoo.fr,France,Reims,returning,paid_search,2022-11-30
2591,Arthur,Legrand,arthur.legrand2591@gmail.com,France,Clermont-Ferrand,VIP,organic_search,2024-05-19
2592,Guillaume,Lefevre,guillaume.lefevre2592@yahoo.fr,France,Angers,new,paid_search,2023-11-18
2593,Christine,Gauthier,christine.gauthier2593@yahoo.fr,France,Saint-Étienne,returning,organic_search,2019-12-31
2594,Youssef,Faure,youssef.faure2594@gmail.com,France,Perpignan,new,social_media,2022-09-16
2595,Karim,Bonnet,karim.bonnet2595@laposte.net,France,Perpignan,new,email,2023-05-01
2596,Amandine,Michel,amandine.michel2596@gmail.com,France,Saint-Étienne,new,direct,2023-01-06
2597,Théo,Bonnet,theo.bonnet2597@gmail.com,Luxembourg,Nantes,returning,paid_search,2019-02-02
2598,Marc,Garnier,marc.garnier2598@gmail.com,France,Lille,returning,in_store,2023-10-14
2599,Kevin,Perrin,kevin.perrin2599@hotmail.fr,France,Nice,returning,paid_search,2022-10-05
2600,Arthur,Lefevre,arthur.lefevre2600@orange.fr,France,Amiens,new,referral,2022-09-15
2601,Adam,Gautier,adam.gautier2601@orange.fr,France,Strasbourg,new,paid_search,2019-10-26
2602,Mathieu,Vincent,mathieu.vincent2602@orange.fr,France,Reims,returning,marketplace,2021-09-20
2603,Clément,Morel,clement.morel2603@free.fr,France,Reims,new,paid_search,2022-01-09
2604,Léa,Masson,lea.masson2604@gmail.com,France,Amiens,returning,organic_search,2020-12-02
2605,Baptiste,Boyer,baptiste.boyer2605@laposte.net,France,Toulon,returning,email,2021-06-14
2606,Chloé,Clement,chloe.clement2606@gmail.com,France,Orléans,returning,organic_search,2022-01-09
2607,Pierre,Masson,pierre.masson2607@gmail.com,France,Reims,new,social_media,2020-12-10
2608,Christophe,Blanc,christophe.blanc2608@gmail.com,France,Rennes,returning,email,2022-11-25
2609,Sophie,Fontaine,sophie.fontaine2609@gmail.com,France,Rennes,returning,organic_search,2020-05-29
2610,Raphaël,Morel,raphael.morel2610@gmail.com,France,Reims,new,email,2019-09-20
2611,Lucie,Petit,lucie.petit2611@gmail.com,Luxembourg,Caen,new,referral,2020-04-15
2612,Baptiste,Hamid,baptiste.hamid2612@gmail.com,France,Rouen,new,email,2023-05-24
2613,Zoé,Nicolas,zoe.nicolas2613@laposte.net,France,Caen,new,organic_search,2023-10-29
2614,Alice,Perrin,alice.perrin2614@yahoo.fr,France,Nantes,new,organic_search,2023-01-16
2615,Amira,Bonnet,amira.bonnet2615@sfr.fr,France,Rouen,new,email,2021-07-01
2616,Julien,Leroy,julien.leroy2616@gmail.com,France,Nice,new,direct,2023-07-27
2617,Guillaume,Thomas,guillaume.thomas2617@gmail.com,France,Besançon,new,social_media,2022-04-14
2618,Justine,Durand,justine.durand2618@yahoo.fr,France,Paris,returning,direct,2023-08-30
2619,Amélie,Vincent,amelie.vincent2619@yahoo.fr,France,Tours,returning,marketplace,2019-05-14
2620,Justine,Bonnet,justine.bonnet2620@gmail.com,France,Perpignan,new,email,2022-02-23
2621,Julien,Laurent,julien.laurent2621@yahoo.fr,France,Tours,returning,paid_search,2024-06-18
2622,Julie,Bertrand,julie.bertrand2622@gmail.com,France,Nantes,new,paid_search,2022-07-28
2623,Mehdi,Petit,mehdi.petit2623@yahoo.fr,France,Lille,returning,paid_search,2022-02-22
2624,Christine,Masson,christine.masson2624@gmail.com,France,Rennes,returning,organic_search,2020-10-15
2625,Patrick,Perrin,patrick.perrin2625@gmail.com,France,Tours,new,email,2020-07-04
2626,Laurent,Leroy,laurent.leroy2626@gmail.com,France,Nantes,new,social_media,2021-06-17
2627,Stéphanie,Robert,stephanie.robert2627@orange.fr,France,Metz,returning,paid_search,2023-10-19
2628,Pierre,Andre,pierre.andre2628@orange.fr,France,Besançon,returning,paid_search,2022-11-23
2629,Elisa,Petit,elisa.petit2629@gmail.com,France,Lille,new,marketplace,2019-08-18
2630,Nathan,Gautier,nathan.gautier2630@gmail.com,France,Reims,new,organic_search,2024-06-20
2631,Léo,Roussel,leo.roussel2631@yahoo.fr,France,Tours,new,marketplace,2022-04-27
2632,Charlotte,Meziane,charlotte.meziane2632@gmail.com,France,Metz,VIP,direct,2019-03-09
2633,Marc,Morin,marc.morin2633@gmail.com,France,Tours,new,direct,2023-03-10
2634,Mathilde,Lefevre,mathilde.lefevre2634@orange.fr,France,Caen,returning,marketplace,2024-03-09
2635,Emilie,Clement,emilie.clement2635@yahoo.fr,France,Clermont-Ferrand,new,email,2021-12-02
2636,Pauline,Michel,pauline.michel2636@yahoo.fr,France,Montpellier,new,marketplace,2021-07-20
2637,Patrick,Benali,patrick.benali2637@free.fr,France,Amiens,new,organic_search,2024-09-02
2638,Patrick,Bonnet,patrick.bonnet2638@gmail.com,Luxembourg,Brest,new,paid_search,2024-12-26
2639,Laura,Mathieu,laura.mathieu2639@hotmail.fr,France,Metz,new,social_media,2021-10-17
2640,Olivier,Benali,olivier.benali2640@gmail.com,France,Lille,new,social_media,2019-07-13
2641,Camille,Thomas,camille.thomas2641@orange.fr,France,Strasbourg,VIP,direct,2023-08-31
2642,Julien,Morin,julien.morin2642@gmail.com,France,Marseille,new,organic_search,2024-06-08
2643,Zoé,Roux,zoe.roux2643@hotmail.fr,France,Brest,new,organic_search,2021-10-28
2644,Kevin,Gautier,kevin.gautier2644@gmail.com,France,Orléans,new,social_media,2020-12-19
2645,Marie,Gautier,marie.gautier2645@gmail.com,France,Montpellier,returning,paid_search,2021-01-14
2646,Adam,Laurent,adam.laurent2646@hotmail.fr,France,Bordeaux,new,paid_search,2022-08-05
2647,Maëlle,Rousseau,maelle.rousseau2647@hotmail.fr,France,Besançon,VIP,direct,2019-01-07
2648,Rémi,Fournier,remi.fournier2648@gmail.com,France,Nice,returning,referral,2019-03-17
2649,Sarah,Boyer,sarah.boyer2649@yahoo.fr,France,Brest,new,direct,2022-01-14
2650,Pierre,Fontaine,pierre.fontaine2650@gmail.com,France,Brest,returning,direct,2022-12-01
2651,Kevin,Lefebvre,kevin.lefebvre2651@gmail.com,France,Tours,new,email,2021-01-14
2652,Lucas,Simon,lucas.simon2652@gmail.com,France,Brest,new,marketplace,2022-01-02
2653,Emilie,Bonnet,emilie.bonnet2653@gmail.com,France,Tours,VIP,organic_search,2020-09-21
2654,Isabelle,Lambert,isabelle.lambert2654@gmail.com,France,Angers,returning,paid_search,2020-07-02
2655,Mathilde,Simon,mathilde.simon2655@sfr.fr,France,Bordeaux,new,marketplace,2022-08-14
2656,Sophie,Leroy,sophie.leroy2656@gmail.com,France,Lyon,new,paid_search,2023-07-06
2657,Laure,Mathieu,laure.mathieu2657@hotmail.fr,France,Tours,new,marketplace,2022-04-30
2658,Christophe,Faure,christophe.faure2658@gmail.com,France,Rouen,returning,email,2024-10-07
2659,Mohamed,Durand,mohamed.durand2659@gmail.com,France,Nantes,new,email,2019-06-15
2660,Théo,Roussel,theo.roussel2660@gmail.com,France,Besançon,returning,organic_search,2019-12-09
2661,Frédéric,Benali,frederic.benali2661@hotmail.fr,France,Marseille,new,social_media,2020-04-06
2662,Valérie,Chevalier,valerie.chevalier2662@free.fr,France,Toulon,VIP,organic_search,2022-05-05
2663,Charlotte,Dubois,charlotte.dubois2663@gmail.com,France,Dijon,returning,in_store,2019-08-28
2664,Guillaume,Rezki,guillaume.rezki2664@gmail.com,France,Caen,new,marketplace,2023-05-10
2665,Sarah,Andre,sarah.andre2665@yahoo.fr,France,Clermont-Ferrand,new,direct,2022-07-08
2666,Marie,Robin,marie.robin2666@orange.fr,France,Rouen,returning,organic_search,2022-06-27
2667,Valérie,Mathieu,valerie.mathieu2667@hotmail.fr,France,Bordeaux,returning,direct,2020-04-02
2668,Valérie,Meziane,valerie.meziane2668@gmail.com,France,Bordeaux,new,organic_search,2019-03-12
2669,Arthur,Simon,arthur.simon2669@gmail.com,France,Brest,new,social_media,2020-04-06
2670,Camille,Legrand,camille.legrand2670@yahoo.fr,France,Orléans,returning,email,2020-01-04
2671,Patrick,Boudjema,patrick.boudjema2671@yahoo.fr,France,Orléans,returning,social_media,2022-02-11
2672,Justine,Simon,justine.simon2672@gmail.com,France,Dijon,new,referral,2019-03-23
2673,Sandrine,Lefevre,sandrine.lefevre2673@gmail.com,France,Paris,returning,paid_search,2019-01-09
2674,Rémi,Gautier,remi.gautier2674@gmail.com,France,Lille,new,organic_search,2023-06-11
2675,Florian,Robin,florian.robin2675@free.fr,France,Lyon,new,referral,2021-09-27
2676,Jade,Roussel,jade.roussel2676@sfr.fr,France,Paris,returning,referral,2020-10-24
2677,Amandine,Simon,amandine.simon2677@gmail.com,France,Amiens,returning,paid_search,2019-09-13
2678,Amira,Faure,amira.faure2678@free.fr,France,Lille,returning,organic_search,2021-09-26
2679,Manon,Leroy,manon.leroy2679@gmail.com,France,Besançon,returning,social_media,2021-04-14
2680,Elisa,Richard,elisa.richard2680@gmail.com,France,Dijon,new,social_media,2023-07-07
2681,Romain,Faure,romain.faure2681@laposte.net,France,Angers,returning,organic_search,2019-01-04
2682,Amélie,Boyer,amelie.boyer2682@gmail.com,France,Tours,VIP,social_media,2020-09-16
2683,Camille,Mathieu,camille.mathieu2683@yahoo.fr,France,Strasbourg,new,paid_search,2019-09-17
2684,Elise,Henry,elise.henry2684@gmail.com,France,Paris,returning,email,2024-07-12
2685,Sandrine,Masson,sandrine.masson2685@gmail.com,France,Clermont-Ferrand,returning,referral,2020-11-15
2686,Chloé,Garnier,chloe.garnier2686@orange.fr,France,Toulouse,returning,email,2021-10-10
2687,Julie,Garcia,julie.garcia2687@hotmail.fr,France,Saint-Étienne,new,paid_search,2024-08-22
2688,Anaïs,Lefevre,anais.lefevre2688@gmail.com,France,Reims,returning,social_media,2022-05-09
2689,Elise,Nicolas,elise.nicolas2689@hotmail.fr,France,Paris,returning,paid_search,2020-09-09
2690,Amira,Boudjema,amira.boudjema2690@yahoo.fr,France,Rouen,returning,organic_search,2022-12-20
2691,Florian,Andre,florian.andre2691@gmail.com,France,Nantes,new,paid_search,2020-10-27
2692,Léo,Morin,leo.morin2692@orange.fr,France,Toulon,new,referral,2023-12-26
2693,Charlotte,Garcia,charlotte.garcia2693@orange.fr,France,Paris,returning,social_media,2020-08-07
2694,Anaïs,Girard,anais.girard2694@yahoo.fr,France,Marseille,returning,email,2023-06-12
2695,Jade,Benali,jade.benali2695@gmail.com,France,Brest,returning,paid_search,2024-08-01
2696,Margot,Hamid,margot.hamid2696@gmail.com,France,Reims,new,email,2024-09-16
2697,Laura,Hamid,laura.hamid2697@orange.fr,France,Nice,new,social_media,2022-03-29
2698,Zoé,Dupont,zoe.dupont2698@gmail.com,France,Nantes,returning,paid_search,2024-12-24
2699,Charlotte,Chevalier,charlotte.chevalier2699@hotmail.fr,France,Paris,new,social_media,2020-11-13
2700,Nathalie,Martin,nathalie.martin2700@gmail.com,France,Rennes,new,organic_search,2019-05-09
2701,Florence,Thomas,florence.thomas2701@gmail.com,France,Rouen,returning,social_media,2019-09-08
2702,Léo,Chevalier,leo.chevalier2702@gmail.com,France,Caen,new,referral,2021-06-26
2703,Alice,François,alice.francois2703@yahoo.fr,France,Nantes,returning,email,2022-09-13
2704,Inès,François,ines.francois2704@orange.fr,France,Strasbourg,returning,direct,2021-12-08
2705,Laurent,François,laurent.francois2705@gmail.com,France,Grenoble,returning,in_store,2019-03-01
2706,Adrien,Martin,adrien.martin2706@orange.fr,Belgique,Lyon,returning,social_media,2023-05-18
2707,Anaïs,Marchand,anais.marchand2707@gmail.com,France,Brest,new,organic_search,2023-01-04
2708,Clément,Marchand,clement.marchand2708@yahoo.fr,France,Reims,new,email,2022-04-20
2709,Laura,Masson,laura.masson2709@yahoo.fr,France,Le Havre,VIP,organic_search,2020-04-29
2710,Maëlle,Meziane,maelle.meziane2710@gmail.com,Suisse,Lyon,new,paid_search,2020-05-18
2711,Adam,Girard,adam.girard2711@gmail.com,France,Montpellier,returning,paid_search,2019-06-27
2712,Mohamed,Faure,mohamed.faure2712@gmail.com,France,Angers,new,marketplace,2023-03-13
2713,Quentin,Laurent,quentin.laurent2713@hotmail.fr,France,Tours,new,social_media,2022-11-10
2714,Aurélie,Moreau,aurelie.moreau2714@sfr.fr,France,Rennes,returning,organic_search,2021-01-24
2715,Marine,Martin,marine.martin2715@yahoo.fr,France,Rennes,VIP,organic_search,2022-04-22
2716,Sarah,Girard,sarah.girard2716@hotmail.fr,France,Le Havre,new,paid_search,2022-03-27
2717,Pauline,Roux,pauline.roux2717@yahoo.fr,France,Brest,new,paid_search,2021-08-07
2718,Claire,Rezki,claire.rezki2718@gmail.com,France,Marseille,new,organic_search,2022-11-25
2719,Pauline,Petit,pauline.petit2719@sfr.fr,France,Paris,new,marketplace,2021-01-27
2720,Alexandre,Roussel,alexandre.roussel2720@hotmail.fr,France,Orléans,VIP,social_media,2020-08-09
2721,Marc,Faure,marc.faure2721@hotmail.fr,France,Orléans,returning,email,2021-10-06
2722,Soraya,Nicolas,soraya.nicolas2722@gmail.com,France,Rennes,new,referral,2022-06-04
2723,Guillaume,Roussel,guillaume.roussel2723@gmail.com,France,Besançon,new,paid_search,2024-08-19
2724,François,Andre,francois.andre2724@free.fr,France,Marseille,VIP,organic_search,2024-12-07
2725,Alexis,Garcia,alexis.garcia2725@yahoo.fr,France,Marseille,new,direct,2022-01-07
2726,Océane,Leroy,oceane.leroy2726@orange.fr,France,Grenoble,new,referral,2024-12-06
2727,Adam,Dubois,adam.dubois2727@hotmail.fr,France,Caen,new,direct,2022-12-30
2728,Alice,Mercier,alice.mercier2728@gmail.com,France,Nantes,returning,paid_search,2021-04-12
2729,Camille,Chevalier,camille.chevalier2729@yahoo.fr,France,Paris,new,referral,2021-06-10
2730,Alexandre,Henry,alexandre.henry2730@yahoo.fr,France,Nantes,returning,organic_search,2021-01-16
2731,Emilie,Boyer,emilie.boyer2731@gmail.com,France,Angers,returning,organic_search,2019-10-07
2732,Inès,Blanc,ines.blanc2732@gmail.com,Monaco,Nantes,new,organic_search,2019-09-14
2733,Fatima,Girard,fatima.girard2733@orange.fr,France,Toulon,returning,social_media,2022-09-03
2734,Camille,Petit,camille.petit2734@yahoo.fr,France,Toulouse,returning,social_media,2022-12-30
2735,Adam,Morel,adam.morel2735@yahoo.fr,France,Besançon,new,paid_search,2024-05-16
2736,Marc,Gauthier,marc.gauthier2736@gmail.com,France,Tours,VIP,direct,2022-06-25
2737,Guillaume,Gauthier,guillaume.gauthier2737@gmail.com,France,Brest,returning,marketplace,2023-10-28
2738,Julien,Perrin,julien.perrin2738@gmail.com,France,Reims,returning,social_media,2019-06-01
2739,Jade,Dupont,jade.dupont2739@orange.fr,France,Le Havre,new,direct,2021-08-16
2740,Mohamed,Simon,mohamed.simon2740@hotmail.fr,France,Toulouse,new,paid_search,2023-08-05
2741,Arthur,Simon,arthur.simon2741@orange.fr,France,Clermont-Ferrand,new,paid_search,2024-10-08
2742,Laure,Perrin,laure.perrin2742@yahoo.fr,France,Metz,new,referral,2020-11-30
2743,Claire,Dupont,claire.dupont2743@gmail.com,France,Clermont-Ferrand,new,social_media,2024-10-30
2744,Sébastien,Rezki,sebastien.rezki2744@orange.fr,France,Reims,new,social_media,2023-12-12
2745,Chloé,Garcia,chloe.garcia2745@orange.fr,France,Amiens,returning,paid_search,2019-10-31
2746,Inès,Lefebvre,ines.lefebvre2746@yahoo.fr,France,Clermont-Ferrand,returning,marketplace,2019-12-02
2747,Charlotte,Garnier,charlotte.garnier2747@orange.fr,France,Nice,new,direct,2022-09-08
2748,Lucas,Faure,lucas.faure2748@laposte.net,France,Le Havre,new,organic_search,2023-05-22
2749,Benoît,Mathieu,benoit.mathieu2749@gmail.com,France,Nantes,new,social_media,2024-08-21
2750,Chloé,Dubois,chloe.dubois2750@orange.fr,France,Orléans,new,organic_search,2024-07-06
2751,Mohamed,Legrand,mohamed.legrand2751@orange.fr,France,Paris,new,social_media,2020-11-14
2752,Alice,Petit,alice.petit2752@sfr.fr,France,Grenoble,returning,email,2023-10-08
2753,Théo,Boudjema,theo.boudjema2753@orange.fr,France,Tours,returning,social_media,2022-07-06
2754,Michel,Masson,michel.masson2754@gmail.com,France,Metz,returning,direct,2022-07-28
2755,Michel,Gautier,michel.gautier2755@gmail.com,France,Metz,returning,marketplace,2019-11-23
